N,Childs,Tournament size,Crossover prob,Mutation prob,Elite size,Generations,Population size,GA CPU time,Fitness,Date
20,5,5,0.3,0.3,30,20,150,2.563872524,2737.498542960598,2024-09-19 12:26:37.139897
20,10,5,0.3,0.3,30,20,150,4.126435669,3190.227231003344,2024-09-19 12:26:43.570287
20,30,30,0.3,0.3,20,20,150,9.031126464,2679.965384882912,2024-09-19 12:26:43.621496
20,5,10,0.3,0.3,30,20,150,2.07799923,2762.564248766051,2024-09-19 12:26:47.595337
20,10,10,0.3,0.3,30,20,150,3.6114252589999998,2856.5534844449626,2024-09-19 12:26:53.429655
20,30,5,0.3,0.3,30,20,150,8.540064521,2913.508252341173,2024-09-19 12:26:54.335199
20,5,20,0.3,0.3,30,20,150,2.59726094,3195.6358352938987,2024-09-19 12:26:58.871248
20,30,10,0.3,0.3,30,20,150,8.404721462000001,2741.830414680597,2024-09-19 12:27:04.351722
20,10,20,0.3,0.3,30,20,150,4.001549198999999,3095.7428805500604,2024-09-19 12:27:05.637060
20,5,30,0.3,0.3,30,20,150,2.7462849580000004,3190.227231003344,2024-09-19 12:27:10.405321
20,30,20,0.3,0.3,30,20,150,9.303004871999999,3027.1187770723054,2024-09-19 12:27:16.348166
20,10,30,0.3,0.3,30,20,150,4.197871993,3174.3414090904644,2024-09-19 12:27:17.039688
20,5,5,0.3,0.3,5,20,200,2.808115525,3192.896356686684,2024-09-19 12:27:21.896603
20,30,30,0.3,0.3,30,20,150,9.244575039,2668.669843934671,2024-09-19 12:27:28.461925
20,10,5,0.3,0.3,5,20,200,4.651418141999999,2898.2200058215453,2024-09-19 12:27:28.863598
20,5,10,0.3,0.3,5,20,200,2.7523507909999996,3148.3333639155862,2024-09-19 12:27:33.660502
20,30,5,0.3,0.3,5,20,200,8.654249544999999,2687.074817545932,2024-09-19 12:27:39.565087
20,10,10,0.3,0.3,5,20,200,4.63320008,3187.825853588099,2024-09-19 12:27:40.612466
20,5,20,0.3,0.3,5,20,200,2.9065500789999996,3148.3333639155862,2024-09-19 12:27:45.471967
20,30,10,0.3,0.3,5,20,200,9.471380132,3002.0879538718996,2024-09-19 12:27:51.664684
20,10,20,0.3,0.3,5,20,200,4.39823133,2841.6750459901396,2024-09-19 12:27:52.277162
20,5,30,0.3,0.3,5,20,200,2.781587051,3192.896356686684,2024-09-19 12:27:57.039861
20,10,30,0.3,0.3,5,20,200,4.6823787370000005,3177.0105347738045,2024-09-19 12:28:03.965205
20,30,20,0.3,0.3,5,20,200,10.40974767,2886.924925248869,2024-09-19 12:28:04.430430
20,5,5,0.3,0.3,10,20,200,2.6819663780000003,3203.7116755009793,2024-09-19 12:28:09.114409
20,30,30,0.3,0.3,5,20,200,9.631358449,2655.0981966446825,2024-09-19 12:28:15.962494
20,10,5,0.3,0.3,10,20,200,4.786635506,2996.750804730216,2024-09-19 12:28:16.479283
20,5,10,0.3,0.3,10,20,200,2.801029174,3132.447542002706,2024-09-19 12:28:21.449356
20,10,10,0.3,0.3,10,20,200,4.837551275999999,3174.3414090904644,2024-09-19 12:28:28.756623
20,30,5,0.3,0.3,10,20,200,10.366348194,2866.927178482695,2024-09-19 12:28:28.813084
20,5,20,0.3,0.3,10,20,200,2.559587412,2759.4387676896877,2024-09-19 12:28:33.295077
20,10,20,0.3,0.3,10,20,200,4.578816522,2714.923520677162,2024-09-19 12:28:40.147410
20,30,10,0.3,0.3,10,20,200,10.001941898,2772.112422461307,2024-09-19 12:28:41.008732
20,5,30,0.3,0.3,10,20,200,2.9277675179999996,3187.825853588099,2024-09-19 12:28:46.059716
20,10,30,0.3,0.3,10,20,200,4.616507820000001,2697.6482221365222,2024-09-19 12:28:53.003716
20,30,20,0.3,0.3,10,20,200,10.497272293,2903.2356893557203,2024-09-19 12:28:53.139606
20,5,5,0.3,0.3,20,20,200,2.640233732,3177.0105347738045,2024-09-19 12:28:57.923651
20,10,5,0.3,0.3,20,20,200,5.026498839,2913.6076045377426,2024-09-19 12:29:05.193772
20,30,30,0.3,0.3,10,20,200,9.986391249,2634.142721826963,2024-09-19 12:29:05.655003
20,5,10,0.3,0.3,20,20,200,2.937982773,2789.2721342585946,2024-09-19 12:29:10.829246
20,30,5,0.3,0.3,20,20,200,9.627141413,2774.2440408200905,2024-09-19 12:29:17.482500
20,10,10,0.3,0.3,20,20,200,4.617055055,3177.0105347738045,2024-09-19 12:29:17.794061
20,5,20,0.3,0.3,20,20,200,2.8045543379999995,3192.896356686684,2024-09-19 12:29:22.516204
20,10,20,0.3,0.3,20,20,200,4.477964304,2673.138028239313,2024-09-19 12:29:29.286548
20,30,10,0.3,0.3,20,20,200,10.015372708000001,2984.4695138911607,2024-09-19 12:29:30.010320
20,5,30,0.3,0.3,20,20,200,2.706769745,3148.3333639155862,2024-09-19 12:29:34.725529
20,30,20,0.3,0.3,20,20,200,9.627237705999999,2992.880108331259,2024-09-19 12:29:41.380194
20,10,30,0.3,0.3,20,20,200,4.659847739,3192.896356686684,2024-09-19 12:29:41.750800
20,5,5,0.3,0.3,30,20,200,2.880245279,3140.5159790452826,2024-09-19 12:29:46.716016
20,30,30,0.3,0.3,20,20,200,8.804547065000001,2752.8916152069078,2024-09-19 12:29:52.560416
20,10,5,0.3,0.3,30,20,200,4.885333078,2893.3804765799373,2024-09-19 12:29:54.063126
20,5,10,0.3,0.3,30,20,200,3.098728865,2739.8124095660505,2024-09-19 12:29:59.136837
20,30,5,0.3,0.3,30,20,200,8.859117604,2855.119497473269,2024-09-19 12:30:04.068167
20,10,10,0.3,0.3,30,20,200,4.489338411,3177.0105347738045,2024-09-19 12:30:06.192738
20,5,20,0.3,0.3,30,20,200,3.250916417,3177.0105347738045,2024-09-19 12:30:11.464472
20,30,10,0.3,0.3,30,20,200,9.982854699,2702.2727312812694,2024-09-19 12:30:16.508970
20,10,20,0.3,0.3,30,20,200,4.4878166440000005,3187.825853588099,2024-09-19 12:30:19.130784
20,5,30,0.3,0.3,30,20,200,3.246607287,3140.5159790452826,2024-09-19 12:30:24.763339
20,30,20,0.3,0.3,30,20,200,10.534343459,2746.328798711169,2024-09-19 12:30:29.715437
20,10,30,0.3,0.3,30,20,200,4.639216431,3187.825853588099,2024-09-19 12:30:31.949696
20,30,30,0.3,0.3,30,20,200,10.656487914000001,2676.5948502127803,2024-09-19 12:30:42.946008
30,10,5,0.3,0.3,5,20,50,8.747193052,4301.249317789594,2024-09-19 12:30:43.139317
30,5,10,0.3,0.3,5,20,50,3.9908876120000003,4590.636728965146,2024-09-19 12:30:49.539943
30,10,10,0.3,0.3,5,20,50,7.6225958039999995,4479.137090721668,2024-09-19 12:30:59.708706
30,30,5,0.3,0.3,5,20,50,21.628255161,4465.00491252606,2024-09-19 12:31:07.897972
30,5,20,0.3,0.3,5,20,50,4.315325438,4625.727160704697,2024-09-19 12:31:14.574114
30,30,10,0.3,0.3,5,20,50,19.755180601,4426.343655009938,2024-09-19 12:31:22.572843
30,10,20,0.3,0.3,5,20,50,7.486035112,4414.199317190648,2024-09-19 12:31:24.511349
30,5,30,0.3,0.3,5,20,50,3.996803463,4303.192951186907,2024-09-19 12:31:30.931035
30,10,30,0.3,0.3,5,20,50,8.152958884,4273.495513900905,2024-09-19 12:31:41.307016
30,30,20,0.3,0.3,5,20,50,20.211972273,4498.653013829366,2024-09-19 12:31:45.919796
30,5,5,0.3,0.3,10,20,50,4.445097387000001,4647.243797556027,2024-09-19 12:31:52.744999
30,10,5,0.3,0.3,10,20,50,8.199237057,4424.63923174185,2024-09-19 12:32:03.303296
30,30,30,0.3,0.3,5,20,50,19.484138183,4358.4320493533305,2024-09-19 12:32:03.802060
30,5,10,0.3,0.3,10,20,50,4.080768995,4555.9859664393425,2024-09-19 12:32:10.178539
30,10,10,0.3,0.3,10,20,50,7.232221150000001,4475.854644302168,2024-09-19 12:32:19.904141
30,30,5,0.3,0.3,10,20,50,21.324126597,4037.6306600427642,2024-09-19 12:32:28.141103
30,5,20,0.3,0.3,10,20,50,4.146428219,4640.141732307488,2024-09-19 12:32:34.894339
30,30,10,0.3,0.3,10,20,50,19.993239707,4458.84311671738,2024-09-19 12:32:43.223121
30,10,20,0.3,0.3,10,20,50,7.745907336000001,4398.388427839175,2024-09-19 12:32:45.050919
30,5,30,0.3,0.3,10,20,50,4.222122392,4453.377232024625,2024-09-19 12:32:51.707360
30,10,30,0.3,0.3,10,20,50,8.339284779,4411.698843004817,2024-09-19 12:33:02.555661
30,30,20,0.3,0.3,10,20,50,21.830647924999997,4118.390412538624,2024-09-19 12:33:08.178259
30,5,5,0.3,0.3,20,20,50,4.455824844,4715.775063455023,2024-09-19 12:33:14.984050
30,10,5,0.3,0.3,20,20,50,8.417841439,4420.003976093544,2024-09-19 12:33:26.218104
30,30,30,0.3,0.3,10,20,50,22.580951677,3947.4274439585706,2024-09-19 12:33:28.145664
30,5,10,0.3,0.3,20,20,50,4.245401549,4590.636728965146,2024-09-19 12:33:34.758353
30,10,10,0.3,0.3,20,20,50,7.658821143,4393.688259868544,2024-09-19 12:33:44.907721
30,30,5,0.3,0.3,20,20,50,21.900721262,4490.098266503264,2024-09-19 12:33:50.930782
30,5,20,0.3,0.3,20,20,50,4.438615649000001,4622.127465339939,2024-09-19 12:33:58.048651
30,10,20,0.3,0.3,20,20,50,7.617205112999999,4584.505224536029,2024-09-19 12:34:08.450441
30,30,10,0.3,0.3,20,20,50,21.502187156999998,4285.691088904367,2024-09-19 12:34:09.804906
30,5,30,0.3,0.3,20,20,50,4.321114541,4293.037706011216,2024-09-19 12:34:16.808167
30,10,30,0.3,0.3,20,20,50,7.573887566000001,4361.474095396047,2024-09-19 12:34:29.215793
30,30,20,0.3,0.3,20,20,50,21.090123949000002,4498.653013829366,2024-09-19 12:34:35.041606
30,5,5,0.3,0.3,30,20,50,4.56878279,4625.690333608778,2024-09-19 12:34:42.323887
30,10,5,0.3,0.3,30,20,50,7.968967919000001,4600.249022197216,2024-09-19 12:34:53.007476
30,30,30,0.3,0.3,20,20,50,22.453319164,4068.0584219988646,2024-09-19 12:34:57.673406
30,5,10,0.3,0.3,30,20,50,4.303985292,4555.9859664393425,2024-09-19 12:35:04.402037
30,10,10,0.3,0.3,30,20,50,7.387401777000001,4508.217581990937,2024-09-19 12:35:14.553598
30,30,5,0.3,0.3,30,20,50,21.489484738999998,4395.474590098408,2024-09-19 12:35:18.112012
30,5,20,0.3,0.3,30,20,50,3.9819386599999995,4706.482261807525,2024-09-19 12:35:24.501238
30,10,20,0.3,0.3,30,20,50,7.2572717419999995,4348.060549209025,2024-09-19 12:35:34.007261
30,30,10,0.3,0.3,30,20,50,21.026690009000003,4172.421486354042,2024-09-19 12:35:39.195886
30,5,30,0.3,0.3,30,20,50,4.199380014,4462.967986807453,2024-09-19 12:35:45.896741
30,30,20,0.3,0.3,30,20,50,19.47337847,4145.537195409169,2024-09-19 12:35:56.727331
30,10,30,0.3,0.3,30,20,50,8.507568581,4479.059420694304,2024-09-19 12:35:56.931531
30,5,5,0.3,0.3,5,20,100,5.392522765000001,4493.896003691187,2024-09-19 12:36:04.502782
30,10,5,0.3,0.3,5,20,100,9.76508748,4131.552614086227,2024-09-19 12:36:17.225496
30,30,30,0.3,0.3,30,20,50,21.469341791,4198.5502104811085,2024-09-19 12:36:22.048326
30,5,10,0.3,0.3,5,20,100,5.1394500690000005,4207.220830435297,2024-09-19 12:36:29.562639
30,10,10,0.3,0.3,5,20,100,9.484146839,4219.475564702317,2024-09-19 12:36:41.718776
30,30,5,0.3,0.3,5,20,100,23.819195414,4026.4157493280263,2024-09-19 12:36:45.127899
30,5,20,0.3,0.3,5,20,100,5.728432452,4343.138057979738,2024-09-19 12:36:53.399970
30,10,20,0.3,0.3,5,20,100,9.44183659,4197.839874982542,2024-09-19 12:37:05.379348
30,30,10,0.3,0.3,5,20,100,22.473688187,4312.331629183908,2024-09-19 12:37:07.836620
30,5,30,0.3,0.3,5,20,100,5.6065727579999995,4242.616069255068,2024-09-19 12:37:15.650895
30,10,30,0.3,0.3,5,20,100,9.549849273,4342.016121573517,2024-09-19 12:37:27.771069
30,30,20,0.3,0.3,5,20,100,22.211612032,4146.095571001573,2024-09-19 12:37:30.997132
30,5,5,0.3,0.3,10,20,100,5.696204107,4172.413698530723,2024-09-19 12:37:39.047667
30,10,5,0.3,0.3,10,20,100,9.348749429000001,4121.854653441483,2024-09-19 12:37:50.947528
30,30,30,0.3,0.3,5,20,100,22.64925676,4126.81307362137,2024-09-19 12:37:53.716607
30,5,10,0.3,0.3,10,20,100,5.740131065,4268.725075804052,2024-09-19 12:38:01.844099
30,10,10,0.3,0.3,10,20,100,9.468077533,4260.358293435982,2024-09-19 12:38:13.946431
30,30,5,0.3,0.3,10,20,100,23.738127511,4076.6572149373087,2024-09-19 12:38:18.270451
30,5,20,0.3,0.3,10,20,100,5.848961252999999,4404.287049505111,2024-09-19 12:38:26.589424
30,10,20,0.3,0.3,10,20,100,9.380167939,4293.30422596723,2024-09-19 12:38:38.786999
30,30,10,0.3,0.3,10,20,100,22.894393383,4213.769354393974,2024-09-19 12:38:40.421441
10,20,5,0.3,0.3,5,20,50,1.184041696,1128.8712978227195,2024-09-19 12:44:14.770466
10,20,10,0.3,0.3,5,20,50,1.0972067970000001,1111.230983056811,2024-09-19 12:44:21.652572
10,20,20,0.3,0.3,5,20,50,1.161669368,1180.707402890095,2024-09-19 12:44:28.188598
10,20,30,0.3,0.3,5,20,50,1.142768202,1119.077551597778,2024-09-19 12:44:35.171629
10,20,5,0.3,0.3,10,20,50,1.1204149369999998,1128.8712978227195,2024-09-19 12:44:42.095528
10,20,10,0.3,0.3,10,20,50,1.117957281,1127.1025734332593,2024-09-19 12:44:48.190382
10,20,20,0.3,0.3,10,20,50,1.109525238,1119.077551597778,2024-09-19 12:44:54.640802
10,20,30,0.3,0.3,10,20,50,1.18372367,1301.9756231370743,2024-09-19 12:45:02.168078
10,20,5,0.3,0.3,20,20,50,1.134847363,1163.2950422148551,2024-09-19 12:45:08.701431
10,20,10,0.3,0.3,20,20,50,1.151331484,1121.7367097555884,2024-09-19 12:45:14.471379
10,20,20,0.3,0.3,20,20,50,1.1703775920000004,1119.077551597778,2024-09-19 12:45:21.484175
10,20,30,0.3,0.3,20,20,50,1.1987175250000002,1168.0758239427266,2024-09-19 12:45:28.482826
10,20,5,0.3,0.3,30,20,50,1.2535059830000002,1128.8712978227195,2024-09-19 12:45:37.307134
10,20,10,0.3,0.3,30,20,50,1.1886713960000002,1218.5703112922492,2024-09-19 12:45:44.674461
10,20,20,0.3,0.3,30,20,50,1.1198958400000003,1099.4415093726006,2024-09-19 12:45:51.423256
10,20,30,0.3,0.3,30,20,50,1.219598881,1301.9756231370743,2024-09-19 12:45:58.997510
10,20,5,0.3,0.3,5,20,100,1.1691523670000001,1153.1162326553326,2024-09-19 12:46:05.416919
10,20,10,0.3,0.3,5,20,100,0.8634282449999999,1318.2667821703553,2024-09-19 12:46:11.854863
10,20,20,0.3,0.3,5,20,100,0.9330521599999999,1318.2667821703553,2024-09-19 12:46:18.034462
10,20,30,0.3,0.3,5,20,100,1.1780191260000001,1107.469567207181,2024-09-19 12:46:25.081747
40,5,5,0.3,0.3,5,20,50,8.268355941,4322.862927204247,2024-09-19 13:07:29.184575
40,10,5,0.3,0.3,5,20,50,15.140636593,4348.08918000149,2024-09-19 13:11:17.272682
40,20,5,0.3,0.3,5,20,50,27.944657657,4314.843898193571,2024-09-19 13:11:35.987836
40,5,10,0.3,0.3,5,20,50,8.559137881,4319.977562788219,2024-09-19 13:11:46.373686
40,30,5,0.3,0.3,5,20,50,42.185133613,4169.765405728054,2024-09-19 13:12:00.579238
40,10,10,0.3,0.3,5,20,50,15.65508181,4342.100273985021,2024-09-19 13:12:03.636934
40,20,10,0.3,0.3,5,20,50,30.528151786000002,4398.30503345188,2024-09-19 13:12:32.297343
40,5,20,0.3,0.3,5,20,50,8.19635964,4348.475843649956,2024-09-19 13:12:42.384019
40,30,10,0.3,0.3,5,20,50,42.446889773,4169.384123629956,2024-09-19 13:12:46.521685
40,10,20,0.3,0.3,5,20,50,14.299772475,4482.522793906782,2024-09-19 13:12:58.385982
40,20,20,0.3,0.3,5,20,50,26.742709501,4462.537958773604,2024-09-19 13:13:14.581227
40,5,30,0.3,0.3,5,20,50,8.568339567,4684.611384104693,2024-09-19 13:13:24.970316
40,30,20,0.3,0.3,5,20,50,40.042109433,4265.142190998465,2024-09-19 13:13:39.517010
40,10,30,0.3,0.3,5,20,50,14.337322426000002,4515.279215279551,2024-09-19 13:13:41.357515
40,20,30,0.3,0.3,5,20,50,28.559094206999998,4700.7142324694205,2024-09-19 13:14:09.416566
40,5,5,0.3,0.3,10,20,50,8.293984135,4322.472244234754,2024-09-19 13:14:19.554868
40,30,30,0.3,0.3,5,20,50,41.589075974000004,4233.063791858877,2024-09-19 13:14:23.291966
40,10,5,0.3,0.3,10,20,50,14.910888089,4321.5390909816815,2024-09-19 13:14:36.459859
40,20,5,0.3,0.3,10,20,50,29.146733330000004,4308.48978095728,2024-09-19 13:14:53.749114
40,5,10,0.3,0.3,10,20,50,8.349058368000001,4302.853500293179,2024-09-19 13:15:03.815079
40,30,5,0.3,0.3,10,20,50,43.256449276000005,4363.931084091486,2024-09-19 13:15:20.768465
40,10,10,0.3,0.3,10,20,50,15.251969236,4270.6713164179355,2024-09-19 13:15:20.860781
40,20,10,0.3,0.3,10,20,50,29.811485705,4394.000206342812,2024-09-19 13:15:51.425057
40,5,20,0.3,0.3,10,20,50,8.366581097000001,4687.9706374463185,2024-09-19 13:16:01.660592
40,30,10,0.3,0.3,10,20,50,42.663886338999994,4242.0780909406,2024-09-19 13:16:04.169125
40,10,20,0.3,0.3,10,20,50,14.437077701,4382.847041262515,2024-09-19 13:16:17.827332
40,20,20,0.3,0.3,10,20,50,29.274119076999998,4289.232001712022,2024-09-19 13:16:34.617280
40,5,30,0.3,0.3,10,20,50,8.255965128,4485.443103104516,2024-09-19 13:16:44.760342
40,30,20,0.3,0.3,10,20,50,40.242962102999996,4261.338564099995,2024-09-19 13:16:59.009893
40,10,30,0.3,0.3,10,20,50,14.372939997,4478.538903022478,2024-09-19 13:17:00.792106
40,20,30,0.3,0.3,10,20,50,28.846171044,4699.092738616792,2024-09-19 13:17:29.081389
40,5,5,0.3,0.3,20,20,50,8.685225759,4283.0606208149,2024-09-19 13:17:39.607413
40,30,30,0.3,0.3,10,20,50,41.945327245,4244.277939628395,2024-09-19 13:17:43.241895
40,10,5,0.3,0.3,20,20,50,14.178968850999999,4521.677750958102,2024-09-19 13:17:55.947801
40,20,5,0.3,0.3,20,20,50,27.242372137,4242.658586560437,2024-09-19 13:18:11.647310
40,5,10,0.3,0.3,20,20,50,8.009421634999999,4623.371859012723,2024-09-19 13:18:21.419176
40,10,10,0.3,0.3,20,20,50,14.448230571999998,4691.058519914766,2024-09-19 13:18:37.433000
40,30,5,0.3,0.3,20,20,50,41.467532054,4420.804622955696,2024-09-19 13:18:38.476632
40,20,10,0.3,0.3,20,20,50,28.948306224,4160.9138910778765,2024-09-19 13:19:07.550260
40,5,20,0.3,0.3,20,20,50,8.426392331999999,4673.458936308771,2024-09-19 13:19:17.770247
40,30,10,0.3,0.3,20,20,50,39.734737801,4395.976018968552,2024-09-19 13:19:18.641619
40,10,20,0.3,0.3,20,20,50,15.052339330999999,4401.044417201244,2024-09-19 13:19:34.560470
40,20,20,0.3,0.3,20,20,50,28.907635864,4290.694799636417,2024-09-19 13:19:48.800462
40,5,30,0.3,0.3,20,20,50,8.61878501,4361.886954285293,2024-09-19 13:19:59.323463
40,10,30,0.3,0.3,20,20,50,15.817482238,4416.652624351771,2024-09-19 13:20:16.941491
40,30,20,0.3,0.3,20,20,50,41.622064267999995,4348.623641658988,2024-09-19 13:20:17.368370
40,20,30,0.3,0.3,20,20,50,29.815628613,4691.47067287831,2024-09-19 13:20:48.049183
40,5,5,0.3,0.3,30,20,50,8.317126142,4330.650320565053,2024-09-19 13:20:58.167181
40,30,30,0.3,0.3,20,20,50,41.410718883,4251.033550684831,2024-09-19 13:20:59.589680
40,10,5,0.3,0.3,30,20,50,14.931805441999998,4519.605380775332,2024-09-19 13:21:14.763966
40,20,5,0.3,0.3,30,20,50,27.393136456,4244.422166412245,2024-09-19 13:21:28.255817
40,5,10,0.3,0.3,30,20,50,7.932647628,4607.261616125385,2024-09-19 13:21:38.130204
40,10,10,0.3,0.3,30,20,50,14.737689262,4471.676902756983,2024-09-19 13:21:54.563876
40,30,5,0.3,0.3,30,20,50,41.911442781,4359.207290310944,2024-09-19 13:21:57.675532
40,20,10,0.3,0.3,30,20,50,28.918158521000002,4338.13664456779,2024-09-19 13:22:24.581628
40,5,20,0.3,0.3,30,20,50,8.462777154,4365.266444082179,2024-09-19 13:22:34.981036
40,30,10,0.3,0.3,30,20,50,41.90399867,4423.91185371803,2024-09-19 13:22:40.359862
40,10,20,0.3,0.3,30,20,50,13.880789343,4489.135030294243,2024-09-19 13:22:50.751523
40,20,20,0.3,0.3,30,20,50,28.077007516,4325.548310271792,2024-09-19 13:23:09.537372
40,5,30,0.3,0.3,30,20,50,8.021767216999999,4395.0769169868845,2024-09-19 13:23:19.465177
40,30,20,0.3,0.3,30,20,50,40.973311492,4201.396717914037,2024-09-19 13:23:32.879906
40,10,30,0.3,0.3,30,20,50,14.382088384999998,4512.684184576168,2024-09-19 13:23:35.497194
40,20,30,0.3,0.3,30,20,50,28.963596211,4691.47067287831,2024-09-19 13:24:03.116796
40,5,5,0.3,0.3,5,20,100,10.277569349,4322.472244234754,2024-09-19 13:24:15.260899
40,30,30,0.3,0.3,30,20,50,41.740984569,4049.03240837075,2024-09-19 13:24:17.924052
40,10,5,0.3,0.3,5,20,100,17.678530751,4308.853232725887,2024-09-19 13:24:34.707712
40,20,5,0.3,0.3,5,20,100,29.826619156,4745.821930537596,2024-09-19 13:24:49.072456
40,5,10,0.3,0.3,5,20,100,10.467650323,4690.629758318953,2024-09-19 13:25:01.556450
40,30,5,0.3,0.3,5,20,100,39.810173065,4436.446665319852,2024-09-19 13:25:15.673924
40,10,10,0.3,0.3,5,20,100,16.291024451000002,4507.5068284914705,2024-09-19 13:25:19.952624
40,20,10,0.3,0.3,5,20,100,28.091242578,4341.190716616966,2024-09-19 13:25:45.136308
40,5,20,0.3,0.3,5,20,100,10.506493397,4426.993864601451,2024-09-19 13:25:57.762228
40,30,10,0.3,0.3,5,20,100,43.517274158,4199.794184265767,2024-09-19 13:26:03.930969
40,10,20,0.3,0.3,5,20,100,16.453317763,4539.118106311428,2024-09-19 13:26:15.851131
40,20,20,0.3,0.3,5,20,100,30.362887338999997,4590.579541253615,2024-09-19 13:26:35.539949
40,5,30,0.3,0.3,5,20,100,10.208429168999999,4452.128672651053,2024-09-19 13:26:47.765598
40,30,20,0.3,0.3,5,20,100,39.467933787,4314.334012174636,2024-09-19 13:26:56.262367
40,10,30,0.3,0.3,5,20,100,16.151872122,4457.539947952774,2024-09-19 13:27:05.698848
40,20,30,0.3,0.3,5,20,100,30.510742879,4332.7554370832,2024-09-19 13:27:28.121737
40,5,5,0.3,0.3,10,20,100,10.484682819,4330.25963759556,2024-09-19 13:27:40.415998
40,30,30,0.3,0.3,5,20,100,42.074405403,4213.123332600099,2024-09-19 13:27:48.684433
40,10,5,0.3,0.3,10,20,100,16.223576845,4402.616526023821,2024-09-19 13:27:58.464539
40,20,5,0.3,0.3,10,20,100,30.201614309999997,4445.9422288122205,2024-09-19 13:28:20.086590
40,5,10,0.3,0.3,10,20,100,10.257938937999999,4771.520242466552,2024-09-19 13:28:32.240811
40,30,5,0.3,0.3,10,20,100,44.534956918999995,4316.581989038594,2024-09-19 13:28:43.679543
40,10,10,0.3,0.3,10,20,100,16.239358366999998,4467.489978060824,2024-09-19 13:28:50.186122
40,20,10,0.3,0.3,10,20,100,28.82653945,4152.333465692538,2024-09-19 13:29:13.720954
40,5,20,0.3,0.3,10,20,100,9.954513948,4348.786251756654,2024-09-19 13:29:25.551896
40,30,10,0.3,0.3,10,20,100,42.767137326,4171.780346169172,2024-09-19 13:29:33.605913
40,10,20,0.3,0.3,10,20,100,16.144880948,4572.9690422689355,2024-09-19 13:29:43.527797
40,20,20,0.3,0.3,10,20,100,28.110417339,4516.898264222926,2024-09-19 13:30:03.276821
40,5,30,0.3,0.3,10,20,100,9.848280636,4384.563070066597,2024-09-19 13:30:15.050581
40,30,20,0.3,0.3,10,20,100,46.132458796,4582.854055969643,2024-09-19 13:30:30.643479
40,10,30,0.3,0.3,10,20,100,15.884822394,4366.387381226741,2024-09-19 13:30:32.877994
40,20,30,0.3,0.3,10,20,100,32.103326683999995,4517.509551674965,2024-09-19 13:31:03.740416
40,5,5,0.3,0.3,20,20,100,10.8173624,4283.0606208149,2024-09-19 13:31:16.322106
40,30,30,0.3,0.3,10,20,100,44.644919659,4265.530950178947,2024-09-19 13:31:17.758757
40,10,5,0.3,0.3,20,20,100,16.542937178000003,4477.112682889163,2024-09-19 13:31:34.838234
40,20,5,0.3,0.3,20,20,100,29.06767993,4458.700532006382,2024-09-19 13:31:48.038270
40,5,10,0.3,0.3,20,20,100,10.043577528,4316.681812065295,2024-09-19 13:31:59.847023
40,30,5,0.3,0.3,20,20,100,42.65279856,4403.61087231318,2024-09-19 13:32:18.317815
40,10,10,0.3,0.3,20,20,100,17.690053925999997,4558.624547963516,2024-09-19 13:32:19.337160
40,20,10,0.3,0.3,20,20,100,31.448426755,4480.029350416571,2024-09-19 13:32:50.957370
40,5,20,0.3,0.3,20,20,100,9.687787106,4514.7561956783575,2024-09-19 13:33:02.480472
40,30,10,0.3,0.3,20,20,100,43.917305802,4256.937132399081,2024-09-19 13:33:03.820571
40,10,20,0.3,0.3,20,20,100,15.991964709000001,4368.142882390402,2024-09-19 13:33:20.556555
40,20,20,0.3,0.3,20,20,100,29.635941758999998,4264.535072177472,2024-09-19 13:33:34.555609
40,5,30,0.3,0.3,20,20,100,10.590863000999999,4569.3287151763825,2024-09-19 13:33:47.018579
40,30,20,0.3,0.3,20,20,100,43.521103038999996,4277.190630695758,2024-09-19 13:34:04.952347
40,10,30,0.3,0.3,20,20,100,17.035462947,4468.02140572078,2024-09-19 13:34:06.027928
40,20,30,0.3,0.3,20,20,100,30.396776846,4360.117453282388,2024-09-19 13:34:36.615803
40,5,5,0.3,0.3,30,20,100,10.252366617,4330.650320565053,2024-09-19 13:34:48.852940
40,30,30,0.3,0.3,20,20,100,43.242831662,4192.595464064166,2024-09-19 13:34:49.664081
40,10,5,0.3,0.3,30,20,100,16.708749292,4279.785073316243,2024-09-19 13:35:07.511711
40,20,5,0.3,0.3,30,20,100,30.260600337999996,4293.927260622151,2024-09-19 13:35:21.190768
40,5,10,0.3,0.3,30,20,100,10.421640352999999,4550.6835371755615,2024-09-19 13:35:33.360516
40,30,5,0.3,0.3,30,20,100,42.12554417,4198.544498648457,2024-09-19 13:35:50.827493
40,10,10,0.3,0.3,30,20,100,17.754844315,4761.173670328047,2024-09-19 13:35:53.113597
40,20,10,0.3,0.3,30,20,100,29.701475546999998,4654.099118894959,2024-09-19 13:36:21.860625
40,5,20,0.3,0.3,30,20,100,9.434127892,4459.826426180115,2024-09-19 13:36:33.172253
40,30,10,0.3,0.3,30,20,100,41.380580722,4271.798418601445,2024-09-19 13:36:34.923616
40,10,20,0.3,0.3,30,20,100,16.475657468,4283.234699626786,2024-09-19 13:36:51.287859
40,20,20,0.3,0.3,30,20,100,30.944459763999998,4365.4529318168825,2024-09-19 13:37:06.975347
40,5,30,0.3,0.3,30,20,100,10.220647004,4347.702932285472,2024-09-19 13:37:18.961474
40,30,20,0.3,0.3,30,20,100,43.632170018,4411.683158654294,2024-09-19 13:37:35.846971
